{M0, M+, g, gv,ch,cq,cl,c3,cvvw,cvvhh,cvvv,total_widthV0GeV,BRWW,BRhZ,BRuu,BRdd,BRll,BRnunu,BRbb,total_widthV+GeV,BRZW,BRWGam,BRWh,BRud,BRus,BRlnu,BRtb, CX+(pb), CX0(pb), CX-(pb)}
{1750., 1749.9737732145238, 0.646416408162511, 3., -0.976243, 1.02433, 1.02433, 1.02433, 1., -0.0240503, 0.928159, 55.0170563647096, 0.46861616352387986, 0.48452481312311646, 0.005935001086780597, 0.0058205279995343405, 0.0020172137658747607, 0.0019027406786285028, 0.005820404478234193, 0.005767697368630014, 55.00763752079659, 0.4718791735264433, 0., 0.48127130164750936, 0.011156985768864511, 0.0005984584355855035, 0.003918481401483338, 0.011583192212697243, 0.01696423458232052, 0.009765279655872101, 0.004471326427732275}
{1800., 1799.9760486511077, 0.6465245152417, 3., -0.976243, 1.02433, 1.02433, 1.02433, 1., -0.0240503, 0.928159, 56.44692146517879, 0.46890448074611774, 0.4838248866473429, 0.005982515253432557, 0.005874150742358355, 0.0020309361568792276, 0.0019225716458050267, 0.005874032771196292, 0.005822744435708514, 56.438312198462356, 0.47199056730094885, 0., 0.4807471991529978, 0.01125300370633565, 0.0006036088181204964, 0.003952204174818715, 0.011692395972684783, 0.014242103883750464, 0.00815868956937161, 0.0037095276805748567}
{1850., 1849.9780640435401, 0.6466240176455227, 3., -0.976243, 1.02433, 1.02433, 1.02433, 1., -0.0240503, 0.928159, 57.88152797976249, 0.4691629029762007, 0.48318704211662805, 0.006026288852842959, 0.005923561015090006, 0.0020435797022331065, 0.0019408518644801528, 0.005923448272695383, 0.005873612198470191, 57.87363676384953, 0.4720860333462481, 0., 0.480271367582307, 0.011341466344445243, 0.0006083539359424243, 0.003983273426795888, 0.01179313823028212, 0.011961913870586465, 0.0068237689496460936, 0.0030803407541032048}
{1900., 1899.9798560781123, 0.6467158038746335, 3., -0.976243, 1.02433, 1.02433, 1.02433, 1., -0.0240503, 0.928159, 59.320413442292796, 0.4693954630376266, 0.4826039856839231, 0.00606670411963439, 0.005969187981352312, 0.00205525447240998, 0.001957738334127901, 0.005969080164721822, 0.005920708492141522, 59.31316151095302, 0.47216817604815503, 0., 0.4798379153902633, 0.011423145436404252, 0.0006127351857357372, 0.004011960207379996, 0.011886266695161643, 0.010048890483863884, 0.005712499235184054, 0.0025615061341196796}
{1950., 1949.9814553102792, 0.6468006507658889, 3., -0.976243, 1.02433, 1.02433, 1.02433, 1., -0.0240503, 0.928159, 60.76317600869247, 0.4696055339821356, 0.4820694855920068, 0.006104095632432874, 0.006011407517187656, 0.0020660568379786497, 0.001973368722733434, 0.006011304341512161, 0.005964393102968132, 60.756495249894826, 0.47223911758522713, 0., 0.4794418405562593, 0.011498716529126173, 0.000616788803698759, 0.00403850177760831, 0.011972525860038767, 0.008443736921474466, 0.004786312727942363, 0.0021322827730241205}
{2000., 1999.9828873440435, 0.6468792399008257, 3., -0.976243, 1.02433, 1.02433, 1.02433, 1., -0.0240503, 0.928159, 62.209464529720634, 0.4697959545832512, 0.4815781884887805, 0.0061387572941809035, 0.006050549973687204, 0.0020760714728175144, 0.0019878641523238183, 0.006050451171853261, 0.006004984344954802, 62.203295779665055, 0.472300597651237, 0., 0.47907887159998486, 0.011568773058071519, 0.0006205466215882631, 0.004063106559886593, 0.012052571709798806, 0.007096415977439453, 0.0040132716550803135, 0.001776467497423714}
{2050., 2049.9841737556308, 0.6469521712714749, 3., -0.976243, 1.02433, 1.02433, 1.02433, 1., -0.0240503, 0.928159, 63.6589705592508, 0.4699691278319117, 0.4811254723665214, 0.0061709481406764626, 0.006086906645727902, 0.0020853730215788, 0.00200133152663024, 0.006086811967612835, 0.006042764616518182, 63.653262210762016, 0.4723540504270853, 0., 0.4787453412264228, 0.011633838074270653, 0.0006240366957545802, 0.004085958256675077, 0.01212698403641626, 0.005964560993879499, 0.0033674930101105574, 0.001481316697075389}
{2100., 2099.9853328229483, 0.6470199747146462, 3., -0.976243, 1.02433, 1.02433, 1.02433, 1., -0.0240503, 0.928159, 65.11142186372199, 0.47012709887873944, 0.48070732788962756, 0.006200897199005538, 0.006120735189407612, 0.002094027494841659, 0.002013865485243736, 0.00612064440105168, 0.006077985113498832, 65.1061287237095, 0.47240066446789025, 0., 0.4784380850785572, 0.011694374052060405, 0.0006272838332265838, 0.004107219295095662, 0.0121962767976915, 0.005013185389702493, 0.0028271328308087755, 0.0012360045138990225}
{2150., 2149.9863801060974, 0.6470831195212122, 3., -0.976243, 1.02433, 1.02433, 1.02433, 1., -0.0240503, 0.928159, 66.56657710780513, 0.4702716171841576, 0.48032026192918525, 0.006228807570838012, 0.006152264180217332, 0.0021020934420365785, 0.0020255500514159024, 0.006152177062931531, 0.006110869841257487, 66.5616594535375, 0.47244142964430863, 0., 0.478154359991355, 0.011750791131385377, 0.0006303100338270497, 0.004127033721737476, 0.012260906868699259, 0.004213155929846359, 0.0023748474096006414, 0.0010320747436734154}
{2200., 2199.9873289127, 0.6471420225455414, 3., -0.976243, 1.02433, 1.02433, 1.02433, 1., -0.0240503, 0.928159, 68.02422147052208, 0.4704041864311967, 0.47996121861510443, 0.00625485987970674, 0.006181696965032766, 0.0021096229419696423, 0.002036460027295666, 0.006181613314482813, 0.006141619041940991, 68.01964426571625, 0.4724771741923687, 0., 0.4778917775240411, 0.011803454075886195, 0.0006331348634030844, 0.00414552964642976, 0.012321281465722209, 0.003540428938729283, 0.001995832235066548, 0.0008621453691000459}
{2250., 2249.98819067338, 0.64719705507654, 3., -0.976243, 1.02433, 1.02433, 1.02433, 1., -0.0240503, 0.928159, 69.48416300368973, 0.47052610487849134, 0.47962751431631007, 0.0062792151936642455, 0.00620921493077378, 0.002116662442846572, 0.002046662179956109, 0.006209134556067997, 0.0061704121318467186, 69.47989524390017, 0.4725085941464109, 0., 0.4776482495587833, 0.0118526881718655, 0.0006357757702454564, 0.004162821314036986, 0.012377764468472802, 0.0029746964239960334, 0.001677927531356711, 0.0007205430523514461}
{2300., 2299.9889752466584, 0.6472485486816326, 3., -0.976243, 1.02433, 1.02433, 1.02433, 1., -0.0240503, 0.928159, 70.94622958757917, 0.47063849819046893, 0.4793167837746749, 0.006302017513038368, 0.006234980288878573, 0.002123253477496084, 0.0020562162533362903, 0.0062349030116781844, 0.006197410226846889, 70.94224375084252, 0.47253627686398436, 0., 0.47742194350081185, 0.011898784249373255, 0.0006382483544185853, 0.004179010867930612, 0.012430681823828319, 0.00249854405930035, 0.0014110530261262969, 0.0006023784121194232}
{2350., 2349.9896911679834, 0.6472968001953162, 3., -0.976243, 1.02433, 1.02433, 1.02433, 1., -0.0240503, 0.928159, 72.41026637052325, 0.47074234630495176, 0.47902693523289236, 0.00632339589600131, 0.00625913845608671, 0.0021294332746275703, 0.002065175834712971, 0.006259064109750556, 0.006222758320207529, 72.40653795417226, 0.4725607199367438, 0., 0.47721124517223706, 0.0119420029722596, 0.0006405665978780999, 0.004194189856712567, 0.012480326180606046, 0.0020978536950818404, 0.0011870233829546378, 0.0005034266135935965}
{2400., 2399.9903458542713, 0.647342075992345, 3., -0.976243, 1.02433, 1.02433, 1.02433, 1., -0.0240503, 0.928159, 73.87613360351234, 0.4708385055441734, 0.47875611286033715, 0.006343466281181644, 0.0062818200972029605, 0.0021352352830989805, 0.0020735890991202956, 0.00628174852597382, 0.0062465871660885375, 73.87264073191851, 0.47258234647477515, 0., 0.47701472791152894, 0.01198257851678581, 0.0006427430617907767, 0.004208440526192195, 0.012526960877966087, 0.001760937402768011, 0.000998835048952614, 0.0004211988445986557}
{2450., 2449.9909457727567, 0.6473846156603461, 3., -0.976243, 1.02433, 1.02433, 1.02433, 1., -0.0240503, 0.928159, 75.34370479932234, 0.470927726907764, 0.47850266513607514, 0.0063623330558124636, 0.0063031428836862165, 0.0021406896230977313, 0.002081499450971485, 0.006303073941922876, 0.0062690149130328904, 75.34042789031467, 0.4726015175232292, 0., 0.4768311267093555, 0.012020721736690864, 0.0006447890563080663, 0.004221836930999644, 0.012570823388418454, 0.0014774888077350213, 0.0008405556653420548, 0.0003524506837993298}
{2500., 2499.9914965811004, 0.6474246351663583, 3., -0.976243, 1.02433, 1.02433, 1.02433, 1., -0.0240503, 0.928159, 76.81286515976538, 0.47101067128201984, 0.47826511812274536, 0.006380090409323715, 0.00632321301243047, 0.002145823475680276, 0.0020889460787870302, 0.006323146563887055, 0.00629014852443731, 76.80978663982721, 0.47261854219826455, 0., 0.47665931645559456, 0.012056622895265736, 0.0006467147871139963, 0.004234445894126577, 0.012612128299001744, 0.0012390801905010978, 0.0007075477551134424, 0.0002949533605313324}
{2550., 2549.992003244153, 0.6474623295953982, 3., -0.976243, 1.02433, 1.02433, 1.02433, 1., -0.0240503, 0.928159, 78.283510225977, 0.4710879221462948, 0.47804215277566076, 0.006396823505334091, 0.006342126521420297, 0.0021506614201237044, 0.002095964436209909, 0.0063420624385730874, 0.006310085016961858, 78.28061428617318, 0.47263368599941724, 0., 0.4764982935607716, 0.012090454030951044, 0.000648529482315348, 0.004246327837755463, 0.012651069900012132, 0.001038652486792156, 0.0005956558121641292, 0.00024684316744366474}
{2600., 2599.9924701317277, 0.6474978755258655, 3., -0.976243, 1.02433, 1.02433, 1.02433, 1., -0.0240503, 0.928159, 79.75554471496385, 0.47115999623535115, 0.477832585599503, 0.00641260949941634, 0.0063599704327592325, 0.0021552257269452217, 0.002102586660288113, 0.006359908596179859, 0.006328912542914708, 79.75281710102662, 0.4726471776562869, 0., 0.4763471603615105, 0.012122371011699625, 0.0006502415026372447, 0.004257537504778957, 0.012687824439192029, 0.0008700771955781811, 0.0005014408735696553, 0.00020655434010732573}
{2650., 2649.9929011007885, 0.6475314330957629, 3., -0.976243, 1.02433, 1.02433, 1.02433, 1., -0.0240503, 0.928159, 81.22888151274404, 0.4712273525257187, 0.477635352093726, 0.006427518425419826, 0.006376823748482454, 0.0021595366131287688, 0.002108841936191394, 0.006376764046255852, 0.006346711338534268, 81.22630934392426, 0.4726592147915446, 0., 0.47620511183422987, 0.012152515324083108, 0.0006518584373904614, 0.004268124587157856, 0.012722552089804988, 0.000728463982279659, 0.00042201268982469046, 0.00017282243796484247}
{2700., 2699.9932995648255, 0.6475631478048612, 3., -0.976243, 1.02433, 1.02433, 1.02433, 1., -0.0240503, 0.928159, 82.703440799528, 0.4712903998396353, 0.4774494925329783, 0.006441613969428005, 0.006392758320447223, 0.0021636124650369964, 0.0021147568160562106, 0.006392700647632122, 0.006363554556724113, 82.70101241176202, 0.4726699686234719, 0., 0.4760714242314675, 0.012181015635638236, 0.0006533871882753626, 0.0042781342746378665, 0.012755398673319965, 0.0006093834408534854, 0.0003552162712389292, 0.00014455345411387477}
{2750., 2749.993668552637, 0.6475931520906556, 3., -0.976243, 1.02433, 1.02433, 1.02433, 1., -0.0240503, 0.928159, 84.17914928702265, 0.47134950330544634, 0.477274139709228, 0.0064549541473400505, 0.006407839612164525, 0.002167470033599902, 0.002120355498424375, 0.006407783870294143, 0.006379508999949663, 84.17685409673291, 0.47267958788578923, 0., 0.4759454453268188, 0.012207989162718234, 0.0006548340427531703, 0.004287607735157135, 0.012786497170977872, 0.000509444086436088, 0.000298998225465096, 0.00012089155462168517}
{2800., 2799.994010758307, 0.6476215667099774, 3., -0.976243, 1.02433, 1.02433, 1.02433, 1., -0.0240503, 0.928159, 85.65593955100144, 0.4714049898655669, 0.477108508330792, 0.006467591899575293, 0.006422127367659885, 0.002171124605658815, 0.0021256600737434104, 0.006422073464280277, 0.0063946357666839, 85.65376793646485, 0.47268820210684925, 0., 0.47582658601127764, 0.01223354287108499, 0.0006562047384454831, 0.004296582536510157, 0.012815969053281641, 0.0004254077905996195, 0.0002516254782884556, 0.00010106397306314958}
{2850., 2849.9943285838626, 0.6476485019531596, 3., -0.976243, 1.02433, 1.02433, 1.02433, 1., -0.0240503, 0.928159, 87.13374944550813, 0.47145715299033875, 0.47695188582395526, 0.0064795756142770715, 0.006435676200091765, 0.002174590154733934, 0.0021306907405486283, 0.006435624048335306, 0.006408990822785284, 87.13169264323521, 0.472695924362439, 0., 0.4757143130296018, 0.012257774532199802, 0.0006575045197934952, 0.004305093017331098, 0.012843925451979269, 0.0003551071439508182, 0.00021173447829309276, 0.00008446508802789189}
{2900., 2899.9946241757743, 0.6476740587135431, 3., -0.976243, 1.02433, 1.02433, 1.02433, 1., -0.0240503, 0.928159, 88.61252158701036, 0.4715062567253235, 0.4768036243279448, 0.006490949588684976, 0.006448536110948959, 0.0021778794739948744, 0.002135465996258856, 0.006448485629140471, 0.0064226255075621515, 88.61057160099097, 0.472702853594353, 0., 0.4756081426819264, 0.012280773654721067, 0.0006587381880233436, 0.0043131706142481374, 0.012870468195487431, 0.0002961120294997769, 0.0001780981665743708, 0.00007054997869051104}
{2950., 2949.994899456319, 0.6476983294316817, 3., -0.976243, 1.02433, 1.02433, 1.02433, 1., -0.0240503, 0.928159, 90.09220289889382, 0.4715525391781576, 0.4766631337076882, 0.006501754436882462, 0.00646075294901935, 0.0021810042937932352, 0.002140002805930125, 0.006460704060312478, 0.006435586982868071, 90.09035242090506, 0.4727090765694733, 0., 0.4755076353456997, 0.01230262230777067, 0.000659910145305946, 0.0043208441510255375, 0.012895690725597108, 0.00024668179575968976, 0.00014975751909020532, 0.00005889526857302861}
{3000., 2999.9951561505864, 0.6477213989307375, 3., -0.976243, 1.02433, 1.02433, 1.02433, 1., -0.0240503, 0.928159, 91.572744207961, 0.471596215531153, 0.4765298754387239, 0.006512027450937354, 0.006472368816991805, 0.002183975385775592, 0.0021443167518300442, 0.006472321449033333, 0.0064479186324147, 91.57098654741401, 0.4727146695400898, 0., 0.4754123906971568, 0.012323395850127513, 0.0006610244338707966, 0.0043281400946661025, 0.012919678910758398, 0.00020530112945458165, 0.00012588299086316933, 0.000049135766938761925}
