
########################################3

(fully composite top)

the format of the table is:

"Mass(GeV) CX1(pb) CX2(pb) CX3(pb)"

CX1: p p > kkgrav when p = g,q to the parameter ktilde = 0.1
CX2: VBF
CX3: Associated production with vector boson

if you want the cross section (CX) using a ktilda' you do

CX(ktilda',pb) = CX(ktilda=0.1,pb) * (ktilda' / 0.1)^2

you can find the decay rates in the file RS_KKgrav_decay.txt
######################################################
260	15375.849841863901	185.91808700902365	4.118597468786981
300	8475.543731	112.36700115800001	2.355531962
350	4404.944936571429	65.39144153142858	1.262004384489796
400	2462.174865	39.8020303409625	0.7091624696625001
450	1463.4346591111112	26.015854827955557	0.43380174982222225
500	907.29493524	17.344684560312	0.281054950488
550	586.5183880661156	11.971901261960328	0.18704084051900824
600	389.86268975	8.43952424705	0.12821352045
650	267.96486853491126	6.207728839860355	0.09017675895621301
700	187.25569326734697	4.527842178232654	0.06537958666530612
750	133.91884241600002	3.4337876459360004	0.048022458064000004
800	97.302939328125	2.5767291183328123	0.0364437360421875
850	72.07109735916953	1.993488891857439	0.02765204392110726
900	53.948954444444446	1.5478574383666666	0.020948819077777778
950	40.99132678337948	1.2222369659069245	0.016996582181717446
1000	31.427384805	0.9886256538047999	0.0130372489152
1050	24.307265395918368	0.7866301205395919	0.01043599431755102
1100	19.114546544628094	0.6333468995038015	0.008521733793719007
1150	15.0448009610586	0.5240434299856332	0.006911963496408317
1200	11.97073920625	0.41957445501937507	0.005621947605625
1250	9.624582138239997	0.3443617357971839	0.004593792522815999
1300	7.742002384970414	0.2885773464202367	0.003812021798698225
1350	6.304874317530861	0.23822989014518509	0.0031948502004938255
1400	5.145281325918368	0.2030982399817347	0.002583687242755102
1450	4.236762048656361	0.16808755177626636	0.0022482034056599287
1500	3.4981805964	0.1404923872352	0.0019074264048000002
1600	2.4195777546093753	0.	0.
1700	1.6969379428027678	0.	0.
1800	1.2118548747222222	0.	0.
1900	0.8727954865927974	0.	0.
2000	0.64023147495	0.	0.
2100	0.47530229653061223	0.	0.
2200	0.35394479702479337	0.	0.
2300	0.26636115827977314	0.	0.
2400	0.20243998806250002	0.	0.
2500	0.15398190767519995	0.	0.
2600	0.11850561639053254	0.	0.
2700	0.09187439935802465	0.	0.
2800	0.071263911122449	0.	0.
2900	0.055581874919143875	0.	0.
3000	0.0435813019	0.	0.
